;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;430;431;432;433;434;435;436;437;438;439;440;441;442;443;444;445;446;447;448;449;450
al;0.00042956;0.00044453;0.00050244;0.00055677;0.00060693;0.0006701;0.00067279;0.00072777;0.00076316;0.00081118;0.00084144;0.00087238;0.00091876;0.00094919;0.00099243;0.0010308;0.0010766;0.0011073;0.0011056;0.0011361;0.0011378;0.00117;0.0011863;0.0012181;0.0012561;0.0012358;0.001238;0.0012685;0.0012537;0.0012469;0.0012841;0.0012827;0.0012647;0.0012909;0.0012669;0.0012643;0.0012674;0.0012702;0.0012844;0.0012944;0.0013272;0.0014205;0.001506;0.0016443;0.0018357;0.0020667;0.0023948;0.0027969;0.0032625;0.0037619;0.0043859;0.0050181;0.005683;0.0063692;0.0070944;0.0077454;0.0084507;0.0091078;0.0097725;0.010355;0.010895;0.011372;0.011839;0.012106;0.0125;0.012692;0.012909;0.013152;0.013222;0.013289;0.013368;0.013376;0.013408;0.013303;0.013214;0.01313;0.013014;0.012888;0.012714;0.012571;0.012366;0.012178;0.012009;0.011816;0.011578;0.011361;0.011118;0.0109;0.010639;0.010326;0.010045;0.0097823;0.0094572;0.0091675;0.0088494;0.0085777;0.0082536;0.0079815;0.0077292;0.0074244;0.0071991;0.0069981;0.0068245;0.0066322;0.0064774;0.0063307;0.0062692;0.006217;0.0062198;0.0062269;0.0062884;0.0063673;0.0064497;0.0065764;0.0067082;0.0068653;0.0070941;0.0072697;0.0075116;0.0076969;0.0079758;0.0082464;0.0084897;0.0086886;0.0089383;0.0091397;0.0093773;0.0096185;0.009823;0.0099856;0.010227;0.010412;0.010602;0.010768;0.010965;0.011024;0.011241;0.011351;0.011521;0.011601;0.011708;0.011836;0.011988;0.012079;0.01214;0.012313
al;0.00042932;0.00046537;0.00050133;0.00054958;0.00060964;0.00068349;0.00066767;0.0007101;0.00075605;0.00078004;0.00082143;0.00089146;0.00093921;0.0009791;0.00098741;0.0010447;0.0010861;0.0010957;0.0011438;0.0011726;0.0011615;0.0012105;0.0011961;0.0012455;0.0012744;0.0012801;0.0013164;0.0013086;0.0012861;0.0013056;0.0013181;0.0013282;0.0013108;0.0013162;0.00132;0.0013233;0.0013212;0.001275;0.0013156;0.0013287;0.0013856;0.0014448;0.0015408;0.0016561;0.0018821;0.0021183;0.0024213;0.0028348;0.0032932;0.0038501;0.0044591;0.0051062;0.0057162;0.0064498;0.0071405;0.0078291;0.0085202;0.0092039;0.0098945;0.010454;0.011004;0.011489;0.011902;0.012297;0.012537;0.012869;0.013051;0.013236;0.013374;0.013472;0.013511;0.01345;0.013453;0.013419;0.013287;0.013224;0.013083;0.012958;0.012782;0.012547;0.012404;0.01225;0.012023;0.011825;0.01163;0.011373;0.01116;0.010873;0.010599;0.010342;0.010056;0.009729;0.0094546;0.0091044;0.0088146;0.0085168;0.008206;0.0079317;0.0076278;0.0073693;0.0071113;0.006922;0.0067375;0.0065233;0.0063485;0.006227;0.0061233;0.0060916;0.0060241;0.0060327;0.0060634;0.0061351;0.0062596;0.0063882;0.0065606;0.0066758;0.0069164;0.0071355;0.007353;0.0075941;0.0078576;0.0080582;0.0084001;0.008597;0.0088488;0.0090229;0.0092695;0.0095556;0.0097519;0.0099604;0.01018;0.010392;0.010599;0.010749;0.010884;0.011045;0.011181;0.011368;0.011471;0.011633;0.011727;0.011937;0.01201;0.012189;0.012271;0.012328
al;0.00039727;0.0004475;0.00045647;0.00051193;0.00059057;0.00066327;0.0006524;0.00067929;0.00071982;0.00076984;0.00080071;0.00082371;0.00089078;0.00091807;0.00096604;0.00095787;0.0010019;0.0010454;0.0010677;0.0010904;0.0011121;0.0011349;0.0011861;0.0011827;0.0011908;0.0012166;0.0012461;0.0012389;0.0012413;0.0012361;0.0012495;0.0012651;0.0012496;0.0012733;0.0012758;0.0012535;0.0012476;0.0012747;0.0012982;0.0012917;0.0013157;0.0013719;0.0014739;0.0016212;0.001804;0.0020493;0.0023755;0.0027699;0.0032474;0.0037677;0.0043865;0.0050565;0.0056676;0.0063557;0.0070756;0.0077646;0.0084889;0.0091226;0.0097908;0.010401;0.010888;0.011473;0.011846;0.012223;0.012522;0.012792;0.012987;0.013293;0.013352;0.013452;0.01346;0.013499;0.013536;0.0134;0.013243;0.013103;0.013102;0.012917;0.012748;0.012624;0.012384;0.012191;0.01203;0.011761;0.011612;0.011378;0.011128;0.010921;0.010569;0.010305;0.010038;0.0096836;0.009433;0.0091411;0.0088354;0.0084968;0.0081896;0.0079694;0.0077075;0.0074508;0.0071603;0.0069495;0.0067367;0.0065361;0.0063379;0.006244;0.0061237;0.0060687;0.006016;0.0060103;0.0060718;0.0061195;0.0062378;0.0063529;0.0065096;0.0067142;0.0069144;0.0071693;0.0073845;0.0076653;0.0079274;0.0081592;0.008445;0.0086443;0.00889;0.0091707;0.009422;0.0096822;0.0098784;0.010129;0.010303;0.010488;0.010705;0.0109;0.011038;0.0112;0.011426;0.011535;0.01172;0.011862;0.011962;0.01202;0.01217;0.012328;0.012457;0.012512
al;0.00054013;0.0005402;0.0005837;0.00062785;0.00072809;0.00083926;0.00076997;0.00082327;0.00085602;0.00090012;0.0009358;0.00099152;0.0010093;0.0010377;0.0010715;0.0011207;0.0011306;0.0011766;0.0011946;0.0012011;0.0011987;0.0012165;0.0012221;0.0012749;0.0012443;0.0012778;0.001312;0.0013237;0.0013086;0.0012838;0.0012949;0.0013031;0.0013034;0.0012989;0.0012988;0.0013067;0.0012883;0.0012616;0.0012613;0.0012853;0.0013285;0.0013988;0.0014407;0.001564;0.001715;0.00195;0.0021996;0.0025639;0.0029773;0.0034919;0.0040301;0.0046299;0.0052108;0.0058998;0.0065751;0.0072266;0.0079281;0.0086083;0.0092493;0.0098176;0.010342;0.010889;0.011303;0.011682;0.011994;0.012313;0.012616;0.012761;0.012946;0.013053;0.013087;0.013144;0.013227;0.013168;0.013024;0.013037;0.012868;0.012787;0.012591;0.012474;0.012272;0.012129;0.01196;0.011794;0.011611;0.01135;0.011129;0.010818;0.010589;0.010338;0.010103;0.0097139;0.0094723;0.0091767;0.0088491;0.0085755;0.0083263;0.0080106;0.0077122;0.0074941;0.0072424;0.0070597;0.006944;0.0067132;0.0065711;0.0064664;0.0063964;0.0063948;0.0062875;0.0063178;0.00638;0.0065322;0.0065783;0.0067612;0.0068615;0.0070513;0.0072233;0.0074522;0.007659;0.0079038;0.0081822;0.0084172;0.0087289;0.0088938;0.0091747;0.0093609;0.0095702;0.0098953;0.010018;0.010255;0.010479;0.010659;0.010896;0.011074;0.011229;0.01134;0.011561;0.011652;0.011819;0.011858;0.01206;0.012176;0.012272;0.012386;0.012474;0.012594
al;0.00049467;0.00053983;0.00056154;0.00058778;0.0006792;0.00085816;0.00075006;0.00078801;0.00081879;0.00088639;0.00087498;0.00096076;0.00098126;0.0010187;0.0010479;0.0010728;0.0010977;0.0011268;0.0011248;0.0011682;0.0011836;0.0011863;0.0012074;0.0012046;0.0012456;0.0012611;0.0012762;0.0012794;0.0012932;0.0012849;0.0012941;0.001282;0.0013071;0.0012912;0.001279;0.0012644;0.0012817;0.001258;0.0012724;0.0012551;0.0013044;0.0013503;0.001456;0.0015651;0.0017213;0.0019393;0.0022216;0.0025682;0.0029845;0.003508;0.0040475;0.0046452;0.0052844;0.0059805;0.0066189;0.0073154;0.0080041;0.0087004;0.0093459;0.010001;0.010452;0.010966;0.011466;0.011811;0.012097;0.012388;0.012601;0.012848;0.013015;0.013103;0.013189;0.013185;0.013183;0.013157;0.013057;0.012952;0.012838;0.012747;0.012553;0.0124;0.012234;0.012096;0.011899;0.011695;0.011435;0.011248;0.01104;0.010767;0.010521;0.010223;0.0099727;0.0097161;0.0093827;0.0090769;0.0087287;0.0084814;0.0081654;0.0079108;0.0076472;0.0074144;0.0071318;0.0068949;0.0067907;0.0065375;0.0063766;0.0062395;0.0061674;0.0061453;0.006089;0.006136;0.0061353;0.0062421;0.0063445;0.0064787;0.0066643;0.0068331;0.0070641;0.0072936;0.0075698;0.0078427;0.0080771;0.0083735;0.0087337;0.0088874;0.0091156;0.0094537;0.0097081;0.0099971;0.010246;0.010396;0.010604;0.010844;0.011085;0.011253;0.011493;0.011661;0.01177;0.011973;0.012127;0.012247;0.012395;0.012588;0.012601;0.012765;0.012804;0.012955
al;0.00046346;0.00051742;0.00053813;0.00059335;0.00065078;0.0007799;0.0006957;0.00075114;0.00076026;0.00081894;0.00083266;0.0008988;0.0009485;0.0009325;0.00099379;0.0010224;0.001072;0.0010674;0.0011177;0.0011112;0.0011312;0.0011537;0.001158;0.0011952;0.0011856;0.001195;0.0012226;0.0012135;0.0012371;0.0012286;0.0012304;0.0012101;0.001235;0.0012346;0.0012136;0.0012386;0.0012116;0.0012299;0.0011992;0.0012441;0.0012562;0.0012968;0.0013925;0.0015119;0.001668;0.0018966;0.0021725;0.0025177;0.002955;0.0034537;0.0040186;0.0045951;0.0052546;0.0058737;0.0065745;0.0072731;0.0079989;0.0086635;0.0093254;0.009964;0.010504;0.010929;0.011361;0.011786;0.012086;0.012387;0.012662;0.012904;0.01308;0.013131;0.01314;0.013219;0.013185;0.013191;0.01302;0.012931;0.012818;0.0127;0.01258;0.012422;0.012213;0.012038;0.011839;0.011653;0.011445;0.011258;0.010967;0.010767;0.010546;0.010207;0.010011;0.0096401;0.0093242;0.0090965;0.0087618;0.0084557;0.0082196;0.0079036;0.0076366;0.0073764;0.0071472;0.0068878;0.0067716;0.0065047;0.0063577;0.0061855;0.0061598;0.0061213;0.0060147;0.0060597;0.0060997;0.0062006;0.006297;0.0064302;0.0066312;0.0068556;0.0070477;0.0073027;0.0076006;0.0078232;0.0081368;0.0084047;0.0087347;0.009006;0.0092439;0.0095303;0.0097708;0.010097;0.010285;0.010575;0.010785;0.011028;0.011199;0.011407;0.011566;0.011774;0.011965;0.012139;0.01225;0.012486;0.012587;0.012707;0.01283;0.012944;0.013087;0.01317
al;0.00055556;0.00055629;0.00061387;0.00068849;0.00077698;0.0010755;0.00080881;0.00089381;0.0009631;0.00099479;0.0010707;0.0011262;0.0011724;0.0012343;0.0012932;0.0013608;0.0013785;0.0014214;0.0014733;0.0014916;0.0015244;0.0015661;0.0015856;0.0016435;0.0016738;0.0016919;0.0017237;0.001738;0.0017426;0.0017493;0.0017737;0.0017783;0.0017819;0.0017788;0.0017726;0.0017862;0.0017953;0.0017841;0.0017927;0.001792;0.0018725;0.0019709;0.0020799;0.002264;0.0025268;0.0028659;0.0032966;0.0038531;0.0044904;0.0052134;0.0060703;0.0069495;0.0077773;0.0087559;0.009707;0.010681;0.011606;0.012593;0.013413;0.014142;0.014824;0.015426;0.015843;0.016236;0.016525;0.016784;0.017021;0.017122;0.01716;0.017089;0.017003;0.01686;0.016715;0.016497;0.016187;0.015882;0.015598;0.015302;0.014969;0.014614;0.014214;0.013886;0.01354;0.013161;0.012808;0.012452;0.012035;0.011674;0.011233;0.010898;0.010495;0.010076;0.0097004;0.0093241;0.0089343;0.0085636;0.0082118;0.007945;0.0075866;0.0072639;0.0069683;0.0066659;0.0065562;0.0062216;0.0060017;0.0058162;0.0056436;0.0056712;0.0054314;0.0053212;0.0052431;0.0051809;0.005128;0.0050988;0.0051062;0.0051467;0.0051523;0.0051931;0.0052232;0.0052891;0.0054006;0.0054319;0.005619;0.0055956;0.0056843;0.0057207;0.0058096;0.0060645;0.0060026;0.0060617;0.0061187;0.0062341;0.0063104;0.0063587;0.0064288;0.0064772;0.0065238;0.0066016;0.0066331;0.0066939;0.0067287;0.0067745;0.0067974;0.0068427;0.006893;0.0069237
al;0.0005457;0.00057079;0.00059683;0.00067051;0.00077739;0.0011571;0.00083187;0.00090872;0.00095333;0.0010143;0.0010717;0.0011237;0.0011798;0.0012585;0.0013227;0.0013931;0.0014396;0.0014489;0.0014969;0.0015255;0.0015921;0.0015728;0.0016176;0.0016854;0.0017016;0.0017575;0.0017697;0.0017971;0.0017814;0.001806;0.0017984;0.0018125;0.0018184;0.0018039;0.0018155;0.0018228;0.0018465;0.001818;0.0018147;0.0018373;0.0018645;0.002003;0.0021209;0.0023229;0.0025693;0.0029453;0.0034063;0.0039333;0.0045921;0.0053374;0.0062121;0.0071342;0.0080486;0.008989;0.010031;0.011007;0.011969;0.012843;0.013785;0.014623;0.015256;0.015843;0.016374;0.016753;0.017049;0.017261;0.017498;0.017585;0.017571;0.017478;0.017325;0.01726;0.017065;0.016721;0.016448;0.016052;0.015815;0.015461;0.015072;0.014713;0.014281;0.013899;0.013532;0.013141;0.012791;0.012382;0.011906;0.011567;0.011137;0.010726;0.010391;0.0099601;0.0095371;0.0091354;0.0087341;0.0083276;0.0079829;0.0076302;0.0073254;0.0070012;0.0067627;0.0064898;0.0063424;0.0059579;0.0057815;0.0055842;0.0054411;0.0054543;0.0052293;0.0051158;0.0050756;0.0050195;0.0049804;0.0049537;0.0049656;0.0049515;0.0049733;0.0050084;0.0050923;0.0051312;0.005217;0.0052827;0.0054751;0.0053703;0.0055186;0.0055537;0.0056335;0.0058481;0.0058011;0.0058508;0.0059224;0.0060196;0.0061112;0.0061512;0.0062009;0.0062654;0.0063399;0.0063772;0.006406;0.0064265;0.0064789;0.0065301;0.0065924;0.0066359;0.0066653;0.0067315
al;0.00054826;0.00057582;0.00064499;0.00067075;0.00081489;0.0012058;0.00089002;0.0009501;0.0010026;0.0010792;0.00111;0.0012049;0.0012686;0.0013281;0.0014148;0.0014623;0.0015024;0.0015708;0.0016003;0.0016398;0.0016772;0.0017119;0.0017984;0.0018077;0.0018825;0.0018604;0.0019422;0.001927;0.0019629;0.0019664;0.0019692;0.0019676;0.0019821;0.0019992;0.0019878;0.0020174;0.0020047;0.0019588;0.0020018;0.0020106;0.0020571;0.0021242;0.0022583;0.0024408;0.0026954;0.0030336;0.0034204;0.0039458;0.0045552;0.0052628;0.0060661;0.0069286;0.0078087;0.0087225;0.0096725;0.01064;0.011574;0.01246;0.013339;0.014092;0.014757;0.015304;0.015773;0.01613;0.016472;0.016715;0.016909;0.016981;0.017052;0.016995;0.016828;0.016717;0.016564;0.016385;0.016074;0.015764;0.015452;0.015146;0.014798;0.014459;0.014044;0.013673;0.013316;0.012944;0.012574;0.012224;0.01184;0.011419;0.011042;0.01064;0.010239;0.0098138;0.0094455;0.0089929;0.0086625;0.0082755;0.0079384;0.0076118;0.0072781;0.006985;0.0067086;0.0064377;0.0063178;0.0059392;0.0057589;0.0055433;0.0054267;0.0054567;0.0051904;0.005051;0.0050289;0.0050199;0.0049641;0.0049429;0.0049649;0.0049925;0.0050288;0.005059;0.0051414;0.0052128;0.0052987;0.0053808;0.0055817;0.0055964;0.0056792;0.0057654;0.0058966;0.0061235;0.006066;0.0061749;0.0063065;0.006385;0.0064463;0.0065571;0.0066452;0.0067189;0.0068116;0.0068903;0.0068921;0.0069791;0.0070681;0.0071218;0.0072524;0.0072494;0.0073284;0.0073466
